CASRN	chemical_id	function_used	oecd	presence_name	presence_definition	PUC	class_combine
121-75-5	59357-59358-264975-267964-276251-281112-329504-329506-329507-330763-330765-330766-330769-330772-330775-330780-338220-353729-357529-367115-372485-375610-379690-386236-387745-400605-402481-473065-497731-517261-540980-547385-570180-576405-736780-742139-747095-752479-756948-764954-771659-819794-829489-836412-839718-839800-841739-849214-857626-861687-866129-867205-867209-869103-884648-945135-945914-1067554-1087440-1095181-1104597-1252406-1257782-1257788-1257792-1257793-1259835-1271021-1329259-1378761-1385147-1404640-1406118-1461721-1462054-1462151-1462182-1462370-1462511-1462569-1462792-1462925-1462979-1463148-1465397-1465568-1465842-1466146-1466444-1466736-1467040-1467361-1467693-1468020-1468368-1468991-1469804-1470643-1471498-1472370-1473252-1474139-1475030-1476013-1477352-1478421-1482312-1488330-1499099-1499805-1499817-1499818-1499859-1499871-1499874-1510569-1511703-1511717-1511746-1512032-1512469-1512698-1512712-1512741-1530701-1530728-1530807-1530844-1530906-1531143-1531190-1531364-1531578-1531739-1531851-1531888-1531940-1532094-1532324-1532379-1532561-1532773-1532918-1533041-1533073-1533129-1533220-1533284-1533556-1533619-1533694-1533801-1534036-1534275-1534378-1534604-1534941-1535122-1535247-1535386-1535735-1536029-1536241-1536361-1536648-1536756-1536837-1537077-1538175-1538224-1538250-1538293-1538331-1538371-1538512-1538565-1538596-1538720-1538864-1538949-1539002-1539040-1539179-1539340-1539419-1539464-1539598-1539684-1539932-1540343-1540491-1540539-1540742-1540899-1541159-1541331-1541603-1541779-1542052-1542168-1542295-1542349-1542366-1542652-1544619-1548143-1562809-1565277-1565278-1565279-1565280-1565281-1565282-1565283-1565284-1565285-1565286-1565419-1565685-1565686-1565687-1565688-1565689-1565690-1565867-1565876-1566093-1566094-1566095-1566096-1566247-1566622-1566623-1566624-1566746-1566757-1566952-1566953-1567069-1567079-1567120-1567400-1567401-1567402-1567403-1567404-1567405-1567406-1567569-1567582-1568995-1568996-1568997-1568998-1568999-1569160-1569175-1569622-1569623-1569624-1569625-1569626-1569821-1569834-1570314-1570315-1570316-1570317-1570318-1570319-1570320-1570321-1570322-1570622-1570646-1571179-1571180-1571181-1571182-1571183-1571184-1571185-1571186-1571187-1571541-1571556-1571586-1571672-1572021-1572022-1572023-1572024-1572025-1572239-1576561-1576626-1576662-1576689-1967844-1967845-1967846-1967847-1967848-1967849-1968131-1968281-1968727-1968728-1968729-1968730-1968731-1969594-1969595-1969596-1970507-1970508-1970509-1970510-1970511-1970512-1970513-1970514-1970878-1970924-1972489-1972490-1972491-1972492-1972493-1972494-1973200-1973201-1973202-4473180-4477260-4477352-4625086-4625119-4625151-4708952	Pesticides		Environmental+Consumer products+Diet+Pesticides	Environmental+Consumer products+Diet+Pesticides	Consumer products	Environmental+Consumer products+Diet+Pesticides
122-34-9	289250-308677-308692-332958-334020-334022-334024-360740-360779-363864-379819-411808-549219-550655-576060-604316-621884-622693-647922-723872-770628-780706-804509-812229-821917-833196-839704-839745-839757-839787-843957-866115-878466-932878-936497-1010127-1013136-1046162-1059816-1105125-1171591-1242935-1461769-1461861-1461927-1462103-1462167-1462208-1462433-1462535-1462621-1462859-1462944-1462985-1463207-1463277-1463323-1463483-1465456-1465633-1465936-1466240-1466537-1466829-1467138-1467462-1467796-1468121-1468482-1469214-1470025-1470872-1471736-1472622-1473498-1474391-1475283-1476321-1477731-1478682-1499063-1499077-1499250-1499843-1510573-1512162-1512612-1530693-1530720-1530756-1530838-1530852-1530888-1530958-1530979-1531014-1531056-1531074-1531112-1531125-1531174-1531239-1531311-1531357-1531383-1531422-1531431-1531640-1531711-1531829-1531843-1531878-1531926-1531990-1532039-1532080-1532145-1532162-1532190-1532239-1532262-1532293-1532310-1532363-1532436-1532555-1532582-1532620-1532636-1532838-1532889-1533019-1533034-1533065-1533112-1533186-1533230-1533271-1533352-1533380-1533418-1533470-1533493-1533526-1533540-1533602-1533673-1533750-1533796-1533821-1533860-1534106-1534210-1534662-1534728-1534965-1535074-1535431-1535780-1535860-1536299-1536805-1537155-1538006-1538036-1538075-1538091-1538116-1538140-1538160-1538241-1538284-1538323-1538361-1538408-1538452-1538481-1538497-1538532-1538557-1538588-1538764-1538805-1538846-1538947-1538964-1538993-1539030-1539081-1539129-1539164-1539224-1539242-1539267-1539293-1539313-1539357-1539389-1539405-1539450-1539517-1539586-1539679-1539707-1539729-1539757-1539778-1539996-1540056-1540392-1540444-1540788-1540843-1541214-1541271-1541659-1541719-1542109-1542228-1542710-1544885-1548308-1550298-1562796-1564987-1566278-1566798-1567128-1567678-1567679-1569119-1569315-1569316-1569944-1569945-1570515-1570652-1570742-1570743-1571392-1571393-1571597-1571703-1571704-1572160-1572453-1572454-1968245-1968295-1969018-1969091-1969869-1969912-1970741-1973383-4473196-4473337-4473637-4473852-4476890-4477276-4477386-4625060-4625093-4625126-4708889-4709070-4728968-4729267	Pesticides		Environmental+Diet+Pesticides	Environmental+Consumer products+Diet+Pesticides	Consumer products	Environmental+Consumer products+Diet+Pesticides
122-66-7	841914-1544581						No data
123-91-1	265030-266420-267222-269337-269355-271362-271367-271370-271372-271381-272620-273480-273521-274110-274281-274527-278055-279198-286801-288489-288546-290379-291278-292730-296260-297802-297806-301046-301051-302492-302738-303555-305200-305727-305737-307167-307168-308080-308234-308235-308236-308237-308238-318118-319268-321694-321699-321703-321705-321709-321782-321788-325953-325958-325961-326368-327557-329840-332978-333102-333238-333291-334656-334668-334961-334967-338658-338666-340229-340766-341988-341996-343118-346140-346146-350165-353398-353404-353409-354188-354975-354978-355066-355774-355836-356038-356526-356543-356634-358151-359810-359819-361043-362333-363025-366730-367274-369553-370796-371643-371716-374753-374787-375187-377043-377987-378615-379227-379588-386184-386303-386552-387248-387255-387262-387771-405519-406110-406207-406458-407276-413463-414009-426750-428248-429466-431916-438435-439070-439250-439339-439345-445332-445754-446665-447654-451350-467916-476316-476445-480683-481527-489674-491327-493367-497435-497443-502241-503924-506234-506284-506339-507365-507571-509165-512362-512638-514607-515312-517239-521979-522234-522250-525745-527749-528001-532555-532564-532931-533374-534058-537305-537741-539198-540283-548501-548578-549203-549324-549354-550423-558910-559304-562612-562614-563634-565005-566200-566225-568973-569291-570480-573622-575047-579036-582675-586055-586056-589315-589742-590159-594198-595231-599814-599820-601982-608458-610472-617388-618308-619189-621619-629135-631874-632467-632471-632651-643730-644799-648519-648819-666374-667154-667191-667203-667207-667230-670840-671046-676078-676254-676537-680190-684969-686258-688017-688205-688261-688397-694365-696808-700499-703025-703034-703727-703732-705096-705945-710931-711716-711737-711757-711793-711862-712550-714725-716108-717060-717065-717178-720984-723298-727208-732388-732714-743344-745977-746193-746199-746861-753245-753803-756367-760010-762455-771471-774705-776832-781019-784725-787430-794246-800424-800427-804550-805263-808161-808539-819911-822604-822713-823234-826207-826642-830431-831650-831934-832650-835025-835900-836444-838993-864188-864918-873327-877314-878114-882078-882843-882942-883488-888646-889770-902698-913748-914216-919297-928445-947326-949273-964833-968318-969460-969463-969466-969469-969472-969475-969849-971132-972807-985837-986645-989934-996159-996292-997472-998833-998847-1002268-1015810-1022731-1022809-1023245-1023341-1027917-1027925-1033499-1035617-1037183-1037420-1047350-1048239-1051381-1053236-1084129-1085166-1091439-1091802-1093876-1095268-1095293-1095755-1096027-1096640-1099663-1105252-1105318-1118254-1137700-1147425-1155035-1156837-1163393-1177586-1180469-1181972-1182187-1182497-1202489-1211161-1223022-1228970-1235872-1243212-1250264-1250277-1250290-1250304-1250318-1250347-1250798-1257104-1263407-1264764-1265155-1265354-1275888-1280553-1285171-1285635-1299111-1302741-1303575-1316181-1323592-1323598-1329716-1332901-1332907-1335524-1341574-1342484-1342508-1352885-1362101-1383569-1383895-1384912-1394451-1402250-1406619-1499138-1499276-1499334-1505909-1511684-1544471-4491368-4492713-4508320-4508388-4592445-4729001-4729050-4729077-4729113-4729135-4729136-4730129-4730141-4730151-4730167-4730183-4730200-4730217-4730234-4730330-4730480-4730506-4730555-4730626-4730744-4730920-4897522-4897642-4897660-4922179			Environmental+Consumer products+Diet	Consumer products+Diet	Industrial+Consumer products	Environmental+Industrial+Consumer products+Diet
126-07-8	827184-842564-1492314-1544557			Pharmaceuticals	Pharmaceuticals		Pharmaceuticals
126-99-8	272409-286494-286860-292819-298774-305951-314877-316200-324013-333819-344608-364616-364628-364629-370480-370491-370498-370786-371103-371146-371169-385924-396784-545094-586728-586733-586736-586742-588405-588410-609743-610587-614948-615085-622504-670772-670775-699503-699508-727819-727821-727823-727825-736083-754091-775493-775498-775503-775587-828200-930383-978689-1037760-1037763-1037766-1037768-1037772-1037775-1037778-1037779-1037784-1037787-1037790-1037792-1037796-1037799-1037802-1039970-1069862-1072169-1104220-1154852-1218733-1219662-1267619-1269422-1269512-1269517-1269521-1269524-1269587-1269612-1269624-1269630-1269647-1269761-1269764-1269767-1269770-1391720-1399700-1456838-1456843-1456867-1464554-1505562-1544306-1966251-4718557-5137774			Industrial+Consumer products+Diet	Consumer products+Diet		Consumer products+Industrial+Diet
127-18-4	21489-64002-64003-263429-263709-263712-264074-264124-264232-264383-264390-264392-264402-264470-264555-264577-265091-265149-265155-265158-265165-265729-265734-265736-265744-265749-265754-265758-266813-266951-266981-267125-268205-268853-269318-269386-269434-271396-272274-272432-272622-274911-275608-275710-280468-281255-281313-283169-283734-283921-283964-284098-284100-284125-286139-286386-286388-286390-286605-286648-286813-287845-287847-287849-287852-288146-288683-288942-288946-289089-289149-289204-289243-289245-289513-289515-290474-290713-290730-290825-290942-290975-291157-291469-291480-292271-292704-292759-293508-294341-294344-294638-295665-296327-296678-296745-297263-298026-298497-298500-298972-299080-299764-301806-304873-305407-309635-310890-315991-315993-315994-315995-315996-316723-321350-321355-321363-321631-325971-327906-327908-327911-329060-329062-332674-332677-332679-333121-334160-334161-335976-337546-338226-339855-339857-339861-339863-339991-340360-340362-340541-340763-340957-343033-343204-343532-343533-345294-346327-347909-348419-348431-348434-348437-349515-350078-350326-350327-350328-350329-350330-350331-350332-350459-350460-350461-350462-350463-352540-353415-353662-353665-353667-355165-355833-358233-362405-364030-364697-364988-368490-370999-371359-371654-371784-372253-374326-375587-375741-379351-379672-379842-380043-383773-384013-385402-386176-386185-386191-386199-386203-386918-388759-389553-389560-389565-389571-389577-391907-396801-396960-397926-399608-400217-407481-407856-407974-409005-414172-420059-426664-427164-430641-432767-434180-435672-437360-437708-437722-438692-439987-440832-441550-446637-446644-447547-447819-450151-451387-467544-467925-467946-468753-469391-470103-471947-472557-474997-475360-475363-480685-482108-484350-488528-488679-492178-492308-492543-494758-499508-501584-502339-502615-504653-509264-513527-518772-520751-521276-521281-524867-525180-525286-525636-525729-526766-526996-527565-527667-530693-537728-538563-538929-539687-540776-543858-543947-543989-545574-546756-547270-547609-547723-547730-547974-547984-548493-549615-550309-550707-556747-558630-562237-567082-569877-570495-570549-574927-576143-580280-580672-583312-584927-585381-585382-585383-586218-588250-589972-590211-590838-591065-591068-593143-593251-595168-601354-602049-603539-603579-605794-607196-607503-609585-609981-611829-615046-616865-617068-621642-622025-625806-632466-634193-636243-636244-636245-636246-638477-638846-638871-639511-640754-643950-644684-645329-647023-647743-648188-654979-655382-655408-662430-662435-663173-663438-663440-676181-676228-679409-679411-680187-684258-685631-685914-687413-688469-695920-699923-699930-701891-704698-705387-712420-719873-722117-725936-727095-731525-732545-734190-734476-737304-737307-739873-741390-742193-742259-742260-745267-745328-746140-746142-746144-748290-749648-750602-753570-754013-754271-754279-756778-758704-761201-763446-763447-764975-768228-771663-774385-774532-776405-776437-781359-781508-782973-783699-787768-788020-788130-792273-795031-797498-797520-797542-798491-804099-804548-810316-810507-810510-810515-811476-811757-814830-816376-816609-819248-819250-820126-820363-821824-821888-823236-823237-824248-824465-824556-825094-826326-826399-826486-826691-826773-828308-836905-838268-839091-839246-839598-839729-840439-842217-843199-844093-845886-847455-847512-847575-851853-853932-857022-862382-862388-862539-865036-865323-866906-867253-867273-867292-867328-867335-867365-867402-867408-867439-867476-867481-867515-867550-867555-867592-867599-867631-868852-869950-878440-879090-879906-881009-881260-881452-881472-881492-882821-883760-885007-885213-887488-890139-890170-895107-895557-895897-903489-904219-906730-914116-915126-929198-930666-933988-934180-938970-938972-938974-942492-947247-949130-949155-949180-949913-956663-957708-958206-958264-964582-965790-966950-968468-975237-979510-979512-979514-979516-982969-982987-983005-983824-984444-984973-989966-992196-992362-993071-1001180-1001665-1001669-1004782-1007186-1007918-1012814-1015934-1016989-1017750-1019586-1020998-1021130-1022321-1022643-1022947-1024103-1024228-1024387-1027772-1028535-1031040-1031101-1031252-1032226-1034509-1036721-1039849-1039862-1042214-1045556-1046855-1046866-1068582-1084102-1105250-1116114-1121649-1133789-1137556-1138269-1138279-1138289-1141180-1142133-1142465-1147422-1147429-1147742-1148227-1153361-1156547-1160161-1165910-1166399-1166427-1167604-1168983-1168991-1168999-1169008-1169243-1169252-1171173-1171192-1172618-1182286-1182487-1185873-1196116-1217788-1217867-1219425-1219643-1219651-1219949-1220766-1221457-1224167-1225289-1225502-1225506-1225510-1225570-1240232-1241863-1244083-1245119-1248033-1249253-1251191-1251837-1251965-1257363-1260155-1263940-1265037-1272871-1273547-1274644-1276152-1276180-1276182-1276185-1282097-1283233-1286543-1286713-1286960-1290795-1292304-1293271-1293860-1295353-1296245-1299955-1302486-1309127-1311679-1312490-1316710-1317416-1317751-1321434-1322940-1322950-1335892-1337648-1337816-1340811-1342482-1342506-1345277-1345294-1345311-1345328-1356476-1369544-1371721-1377774-1390533-1392515-1393699-1399589-1400038-1403681-1487223-1508072-1543977-1544919-1561778-1561799-1561817-1561898-1561934-1965653-1966295-2075233-4472976-4478411-4478508-4478522-4478557-4479080-4479298-4479300-4479302-4479303-4479304-4479515-4479741-4479744-4479746-4479747-4479748-4479750-4479755-4479771-4479780-4479887-4479898-4479913-4479914-4480104-4481177-4481182-4481186-4481188-4481190-4481344-4481346-4481347-4481384-4481508-4481537-4481886-4481891-4482370-4482475-4482719-4482721-4482723-4482837-4482840-4482844-4482846-4482848-4482902-4483380-4483399-4483412-4483595-4483597-4483599-4483605-4483606-4483654-4483718-4483780-4489306-4491510-4500594-4500760-4502098-4502184-4502193-4502199-4503259-4503564-4503567-4505045-4505222-4505348-4708997-4709158-4709435-4709444-4710027-4710032-4710035-4710039-4710064-4710119-4710218-4710243-4728419-4728729-4728801-4728982-4777075-4922182			Environmental+Consumer products+Diet	Consumer products+Diet	Industrial+Consumer products	Environmental+Industrial+Consumer products+Diet
12789-03-6	734199						No data
129-73-7	NA	NA	NA	NA	NA	NA	No data
132832-26-9	NA	NA	NA	NA	NA	NA	No data
133-07-3	273029-273034-274348-288525-289302-296779-363402-364868-406621-430962-465155-516959-517211-525628-563277-603288-664753-684935-691341-719155-721489-725034-725177-727937-727955-745162-764027-834672-862202-968418-994717-997050-1035287-1046523-1193304-1222157-1222170-1222179-1222201-1230294-1243951-1243956-1243971-1243983-1243994-1244009-1244022-1244035-1245473-1245480-1245488-1252605-1289888-1305669-1369219-1391536-1392105-1392107-1393132-1393135-1393141-1393144-1465822-1466126-1466423-1466716-1467016-1468920-1469733-1470564-1471418-1472293-1473175-1474060-1474952-1475915-1477215-1483355-1510603-1511995-1512521-1538707-1539902-1544534-1548023-1565253-1565254-1565654-1565655-1565656-1566070-1566603-1567366-1568968-1568969-1571132-1571133-1972444-1972445	Pesticides		Environmental+Diet+Pesticides	Environmental+Consumer products+Pesticides	Industrial+Consumer products	Industrial+Consumer products+Pesticides+Environmental+Diet
13345-61-4	NA	NA	NA	NA	NA	NA	No data
13394-86-0	NA	NA	NA	NA	NA	NA	No data
13743-07-2	NA	NA	NA	NA	NA	NA	No data
138857-19-9	NA	NA	NA	NA	NA	NA	No data
138857-21-3	NA	NA	NA	NA	NA	NA	No data
139-40-2	620577-1010125-1105105-1477629-1478625-1499066-1512134-1512636-1537136-1544856-1548252-1569942-1570739-1570740-1571698-1571699-1572447-1572448-1968240-1968293-1969014-1969085-1969867-1969910-4473192-4473331-4473427-4473632-4473741-4473846-4473958	Pesticides		Environmental+Diet+Pesticides	Environmental+Pesticides		Environmental+Diet+Pesticides
139-94-6	NA	NA	NA	NA	NA	NA	No data
1420-04-8	NA	NA	NA	NA	NA	NA	No data
142713-78-8	NA	NA	NA	NA	NA	NA	No data
148-82-3	337860-1493270-1508640-1509718-1509719-1544630			Pharmaceuticals	Pharmaceuticals		Pharmaceuticals
149-17-7	1492124			Pharmaceuticals	Pharmaceuticals		Pharmaceuticals
14962-28-8	NA	NA	NA	NA	NA	NA	No data
153-78-6	1544175						No data
153926-04-6	NA	NA	NA	NA	NA	NA	No data
15972-60-8	621107-621660-821906-826370-839705-839747-839759-839789-840062-842223-843959-866186-878469-1013130-1046156-1047810-1105076-1330966-1461628-1461957-1462236-1462656-1463041-1463353-1468607-1469415-1470232-1471082-1471949-1472830-1473718-1474610-1476663-1488148-1499058-1499109-1511784-1512278-1531452-1533891-1534180-1534419-1534489-1534696-1534787-1534866-1535038-1535174-1535298-1535525-1535662-1535819-1536114-1536377-1536563-1536941-1539803-1540039-1540181-1540261-1540425-1540577-1540658-1540821-1540985-1541070-1541248-1541404-1541510-1541697-1541861-1541950-1542199-1542415-1542431-1542539-1544159-1547900-1562777-1567101-1567565-1567611-1567612-1569157-1570632-1570663-1570664-1571565-1571608-1572313-1572372-1572373-1968080-1968186-1968259-1968966-1969030-1973449-4473214-4473290-4473587-4473795-4473865-4477237-4477284-4625064-4625097-4625130-4708913-4709073-4728960-4729261	Pesticides		Environmental+Diet+Pesticides	Environmental+Consumer products+Diet+Pesticides	Consumer products	Environmental+Consumer products+Diet+Pesticides
